src,tgt,src_lang,tgt_lang,domain
"awesome phone , super fast , no heating at all , performance superb and battery long time .","ಅದ್ಭುತ ಫೋನ್, ಸೂಪರ್ ಫಾಸ್ಟ್, ಬಿಸಿಯೇ ಇಲ್ಲ, ಕಾರ್ಯಕ್ಷಮತೆ ಅದ್ಭುತ ಮತ್ತು ಬ್ಯಾಟರಿ ಬಾಳಿಕೆ.",English,Kannada,E
only little bit heat while charging and watching youtube videos using 4g sim net and it is common .,4g ಸಿಮ್ ನೆಟ್ ಬಳಸಿ ಯೂಟ್ಯೂಬ್ ವೀಡಿಯೋಗಳನ್ನು ಚಾರ್ಜ್ ಮಾಡುವಾಗ ಮತ್ತು ವೀಕ್ಷಿಸುವಾಗ ಸ್ವಲ್ಪ ಬಿಸಿಯಾಗುವುದು ಸಾಮಾನ್ಯವಾಗಿದೆ.,English,Kannada,E
1 battery backup is awesome,1 ಬ್ಯಾಟರಿ ಬ್ಯಾಕಪ್ ಅದ್ಭುತವಾಗಿದೆ,English,Kannada,E
3 display is amazing,3 ಪ್ರದರ್ಶನ ಅದ್ಭುತವಾಗಿದೆ,English,Kannada,E
4 camera is decent not too good not too bad,"4 ಕ್ಯಾಮೆರಾ ಚೆನ್ನಾಗಿದೆ, ಅಷ್ಟು  ಚೆನ್ನಾಗಿಲ್ಲ, ಕೆಟ್ಟದ್ದಲ್ಲ.",English,Kannada,E
5 u can play pubg in high def,5 ನೀವು ಹೈ ಡೆಫಿನಿಷನ್‌ನಲ್ಲಿ ಪಬ್‌ಜಿ ಆಡಬಹುದು,English,Kannada,E
1 no gorilla glass,1 ಗೊರಿಲ್ಲಾ ಗ್ಲಾಸ್ ಇಲ್ಲ,English,Kannada,E
"• since it has 5000 mah battery , normal users can use this phone up to 4 days , whereas internet users can use the phone upto 2 days .","• ಇದು 5000 mah ಬ್ಯಾಟರಿಯನ್ನು ಹೊಂದಿರುವುದರಿಂದ, ಸಾಮಾನ್ಯ ಬಳಕೆದಾರರು ಈ ಫೋನ್ ಅನ್ನು 4 ದಿನಗಳವರೆಗೆ ಬಳಸಬಹುದು, ಆದರೆ ಇಂಟರ್ನೆಟ್ ಬಳಕೆದಾರರು 2 ದಿನಗಳವರೆಗೆ ಫೋನ್ ಅನ್ನು ಬಳಸಬಹುದು.",English,Kannada,E
• 16 + 5 mp dual camera at backside is good and 16mp front camera does takes good selfies .,• ಹಿಂಭಾಗದಲ್ಲಿ 16 + 5 mp ಡ್ಯುಯಲ್ ಕ್ಯಾಮೆರಾ ಒಳ್ಳೆಯದು ಮತ್ತು 16mp ಮುಂಭಾಗದ ಕ್ಯಾಮೆರಾ ಉತ್ತಮ ಸೆಲ್ಫಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ.,English,Kannada,E
"• due to qualcomm snapdragon 636 and 6gb ram , playing video is awesome and there is no lagging while playing games .","• ಕ್ವಾಲ್ಕಾಮ್ ಸ್ನಾಪ್‌ಡ್ರಾಗನ್ 636 ಮತ್ತು 6gb RAM ಇರುವುದರಿಂದ, ವೀಡಿಯೊ ಪ್ಲೇ ಮಾಡುವುದು ಅದ್ಭುತವಾಗಿದೆ ಮತ್ತು ಆಟಗಳನ್ನು ಆಡುವಾಗ ಯಾವುದೇ ವಿಳಂಬವಿಲ್ಲ.",English,Kannada,E
• sound quality is excellent .,• ಧ್ವನಿ ಗುಣಮಟ್ಟ ಅತ್ಯುತ್ತಮವಾಗಿದೆ.,English,Kannada,E
"if you want more sound , one can use max-box provided with this mobile .","ನಿಮಗೆ ಹೆಚ್ಚಿನ ಧ್ವನಿ ಬೇಕಾದರೆ, ಈ ಮೊಬೈಲ್‌ನೊಂದಿಗೆ ನೀಡಲಾದ ಮ್ಯಾಕ್ಸ್-ಬಾಕ್ಸ್ ಅನ್ನು ಬಳಸಬಹುದು.",English,Kannada,E
• mobile has 3 slots .,• ಮೊಬೈಲ್ 3 ಸ್ಲಾಟ್‌ಗಳನ್ನು ಹೊಂದಿದೆ.,English,Kannada,E
far better than redmi note 5 pro,ರೆಡ್ಮಿ ನೋಟ್ 5 ಪ್ರೊ ಗಿಂತ ತುಂಬಾ ಉತ್ತಮ.,English,Kannada,E
no words for this awesome device .,ಈ ಅದ್ಭುತ ಸಾಧನದ ಬಗ್ಗೆ ಹೇಳಲು ಪದಗಳಿಲ್ಲ.,English,Kannada,E
best phone best ram 6 gb it better for gaming,"ಅತ್ಯುತ್ತಮ ಫೋನ್ ಅತ್ಯುತ್ತಮ RAM 6 ಜಿಬಿ, ಗೇಮಿಂಗ್‌ಗೆ ಇದು ಉತ್ತಮ.",English,Kannada,E
i think asus zenfone max pro m1 is better than redmi note 5pro,ರೆಡ್ಮಿ ನೋಟ್ 5ಪ್ರೊ ಗಿಂತ ಆಸಸ್ ಜೆನ್‌ಫೋನ್ ಮ್ಯಾಕ್ಸ್ ಪ್ರೊ ಎಂ 1 ಉತ್ತಮ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.,English,Kannada,E
1 ) price is also upto mark ( redmi 4 gb ram available at this price ),1) ಬೆಲೆಯೂ ಸಹ ಗರಿಷ್ಠ ಮಟ್ಟದ್ದಾಗಿದೆ (ರೆಡ್‌ಮಿ 4 ಜಿಬಿ ರ್ಯಾಮ್ ಈ ಬೆಲೆಯಲ್ಲಿ ಲಭ್ಯವಿದೆ),English,Kannada,E
2 ) simple user interface any one can operate this mobile,2) ಸರಳ ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್ ಈ ಮೊಬೈಲ್ ಅನ್ನು ಯಾರಾದರೂ ನಿರ್ವಹಿಸಬಹುದು.,English,Kannada,E
3 ) no heating issue after heavy usage of 2 days .,3) 2 ದಿನಗಳ ಭಾರೀ ಬಳಕೆಯ ನಂತರ ಯಾವುದೇ ತಾಪನ ಸಮಸ್ಯೆ ಇಲ್ಲ.,English,Kannada,E
4 ) 5000mah power is more than enough,4) 5000mah ಶಕ್ತಿ ಸಾಕಷ್ಟು ಹೆಚ್ಚು,English,Kannada,E
overall good impression by asus,ಒಟ್ಟಾರೆಯಾಗಿ ಆಸಸ್‌ನಿಂದ ಉತ್ತಮ ಅನಿಸಿಕೆ,English,Kannada,E
"phone is good , camera not best for low light .but not capchar bad photo , dey photo is natural and good qualiy .","ಫೋನ್ ಚೆನ್ನಾಗಿದೆ, ಕ್ಯಾಮೆರಾ ಕಡಿಮೆ ಬೆಳಕಿಗೆ ಉತ್ತಮವಲ್ಲ. ಆದರೆ ಫೋಟೋ ಕೆಟ್ಟದ್ದಲ್ಲ, ಫೋಟೋ ನೈಸರ್ಗಿಕ ಮತ್ತು ಉತ್ತಮ ಗುಣಮಟ್ಟದ್ದಾಗಿದೆ.",English,Kannada,E
"overall very good quality phone , . at . 14999 / -now","ಒಟ್ಟಾರೆಯಾಗಿ ಈಗ . 14999 /-ಬೆಲೆಯಲ್ಲಿ ಉತ್ತಮ ಗುಣಮಟ್ಟದ ಫೋನ್, .",English,Kannada,E
the phone is just amazing .,ಫೋನ್ ಅದ್ಭುತವಾಗಿದೆ.,English,Kannada,E
it &apos;s the best value for money smartphone .,ಇದು ಹಣಕ್ಕೆ ಉತ್ತಮ ಮೌಲ್ಯದ ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ಆಗಿದೆ.,English,Kannada,E
it feels like 20k + phone.i got the delivery in just 23hours which is just amazing .,"20 ಸಾವಿರ + ಫೋನ್‌ನಂತೆ ಭಾಸವಾಗುತ್ತಿದೆ. ನನಗೆ ಕೇವಲ 23 ಗಂಟೆಗಳಲ್ಲಿ ವಿತರಣೆ ಸಿಕ್ಕಿತು, ಇದು ಅದ್ಭುತವಾಗಿದೆ.",English,Kannada,E
whoever cannot buy oneplus because of cost then it &apos;s very good option .,ಬೆಲೆಯ ಕಾರಣದಿಂದಾಗಿ ಒನ್‌ಪ್ಲಸ್ ಖರೀದಿಸಲು ಸಾಧ್ಯವಾಗದವರಿಗೆ ಅದು ತುಂಬಾ ಒಳ್ಳೆಯ ಆಯ್ಕೆ.,English,Kannada,E
plus the stock android is the icing on the cake.very much satisfied .,ಜೊತೆಗೆ ಸ್ಟಾಕ್ ಆಂಡ್ರಾಯ್ಡ್ ಅತ್ಯುತ್ತಮವಾಗಿದೆ. ತುಂಬಾ ತೃಪ್ತಿ.,English,Kannada,E
don &apos;t regret just go for it you will love this phone .,"ವಿಷಾದಿಸಬೇಡಿ, ಇದನ್ನೇ ಖರೀದಿಸಿ, ನಿಮಗೆ ಈ ಫೋನ್ ತುಂಬಾ ಇಷ್ಟವಾಗುತ್ತದೆ.",English,Kannada,E
not satisfied with front camera still,ಮುಂಭಾಗದ ಕ್ಯಾಮೆರಾದಿಂದ ಇನ್ನೂ ತೃಪ್ತರಾಗಿಲ್ಲ.,English,Kannada,E
firstly i should be thankful to ekart logistics to deliver my zenfone max pro m1 within 24hours .,ಮೊದಲನೆಯದಾಗಿ ನನ್ನ ಝೆನ್‌ಫೋನ್ ಮ್ಯಾಕ್ಸ್ ಪ್ರೊ ಎಂ1 ಅನ್ನು 24 ಗಂಟೆಗಳ ಒಳಗೆ ತಲುಪಿಸಿದ್ದಕ್ಕಾಗಿ ನಾನು ಇಕಾರ್ಟ್ ಲಾಜಿಸ್ಟಿಕ್ಸ್‌ಗೆ ಕೃತಜ್ಞರಾಗಿರಬೇಕು.,English,Kannada,E
yesterday 12 : 00pm i ordered asus zenfone max pro m1 and today 12 : 30pm it was in my hand .,ನಿನ್ನೆ ಮಧ್ಯಾಹ್ನ 12:00 ಗಂಟೆಗೆ ನಾನು asus zenfone max pro m1 ಅನ್ನು ಆರ್ಡರ್ ಮಾಡಿದೆ ಮತ್ತು ಇಂದು ಮಧ್ಯಾಹ್ನ 12:30 ಕ್ಕೆ ಅದು ನನ್ನ ಕೈಯಲ್ಲಿತ್ತು.,English,Kannada,E
there is no gorilla glass in zenfone but after all it is really unbeatable .,ಜೆನ್‌ಫೋನ್‌ನಲ್ಲಿ ಗೊರಿಲ್ಲಾ ಗ್ಲಾಸ್ ಇಲ್ಲ ಆದರೆ ಅದು ನಿಜಕ್ಕೂ ಅಜೇಯವಾಗಿದೆ.,English,Kannada,E
first time i brought asus product ( zenfone m1 6gb ) phone it &apos;s really awesome to use this device .,"ನಾನು ಮೊದಲ ಬಾರಿಗೆ ಆಸಸ್ ಉತ್ಪನ್ನ (ಝೆನ್‌ಫೋನ್ m1 6gb) ಫೋನ್ ತಂದಾಗ, ಈ ಸಾಧನವನ್ನು ಬಳಸುವುದು ನಿಜಕ್ಕೂ ಅದ್ಭುತವಾಗಿದೆ.",English,Kannada,E
it is extremely powerful sd processor and battery is very useful in every condition .,ಇದು ಅತ್ಯಂತ ಶಕ್ತಿಶಾಲಿ SD ಪ್ರೊಸೆಸರ್ ಮತ್ತು ಬ್ಯಾಟರಿ ಎಲ್ಲಾ ಸಂದರ್ಭಗಳಲ್ಲಿಯೂ ತುಂಬಾ ಉಪಯುಕ್ತವಾಗಿದೆ.,English,Kannada,E
good job asus team .,ಒಳ್ಳೆಯ ಕೆಲಸ ಆಸಸ್ ತಂಡ.,English,Kannada,E
best phone under 20k i think,ನನ್ನ ಪ್ರಕಾರ 20 ಸಾವಿರದೊಳಗಿನ ಅತ್ಯುತ್ತಮ ಫೋನ್,English,Kannada,E
first of all thank you flipkart for fast delivery,"ಮೊದಲಿಗೆ,ಫ್ಲಿಪ್‌ಕಾರ್ಟ್‌ಗೆ  ವೇಗದ ವಿತರಣೆಗಾಗಿ ಧನ್ಯವಾದಗಳು.",English,Kannada,E
dual camera is awesome,ಡ್ಯುಯಲ್ ಕ್ಯಾಮೆರಾ ಅದ್ಭುತವಾಗಿದೆ,English,Kannada,E
good battery back up,ಉತ್ತಮ ಬ್ಯಾಟರಿ ಬ್ಯಾಕಪ್,English,Kannada,E
very fast with 6gb ram,6gb RAM ನೊಂದಿಗೆ ತುಂಬಾ ವೇಗವಾಗಿ,English,Kannada,E
last of all just go for it if you wanna buy a budget phone,ಕೊನೆಯದಾಗಿ ನೀವು ಬಜೆಟ್ ಫೋನ್ ಖರೀದಿಸಲು ಬಯಸಿದರೆ ಅದನ್ನು ಖರೀದಿಸಿ.,English,Kannada,E
very good phone without any doubts .,ಯಾವುದೇ ಸಂದೇಹವಿಲ್ಲದೆ ತುಂಬಾ ಒಳ್ಳೆಯ ಫೋನ್.,English,Kannada,E
camera is good but night photography is ok,ಕ್ಯಾಮೆರಾ ಚೆನ್ನಾಗಿದೆ ಆದರೆ ರಾತ್ರಿ ಛಾಯಾಗ್ರಹಣ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
call clarity is very good,ಕರೆ ಸ್ಪಷ್ಟತೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
iam using iphone 7 plus but my zen beats all,ನಾನು ಐಫೋನ್ 7 ಪ್ಲಸ್ ಬಳಸುತ್ತಿದ್ದೇನೆ ಆದರೆ ನನ್ನ ಝೆನ್ ಎಲ್ಲವನ್ನು ಮೀರಿಸುತ್ತದೆ.,English,Kannada,E
the best mobile phone for rs15000 .,15000 ರೂಪಾಯಿಗೆ ಸಿಗುವ ಅತ್ಯುತ್ತಮ ಮೊಬೈಲ್ ಫೋನ್.,English,Kannada,E
thanks to flipkart executive who came twice and delivered before time .,ಎರಡು ಬಾರಿ ಬಂದು ನಿಗದಿತ ಸಮಯಕ್ಕೆ ಮೊದಲೇ ತಲುಪಿಸಿದ ಫ್ಲಿಪ್‌ಕಾರ್ಟ್ ಕಾರ್ಯನಿರ್ವಾಹಕರಿಗೆ ಧನ್ಯವಾದಗಳು.,English,Kannada,E
1st of all asus and flipkart well done,ಮೊದಲನೆಯದಾಗಿ ಆಸಸ್ ಮತ್ತು ಫ್ಲಿಪ್‌ಕಾರ್ಟ್ ಚೆನ್ನಾಗಿ ಮಾಡಿದೆ.,English,Kannada,E
camera is also good bt after few updates,ಕೆಲವು ನವೀಕರಣಗಳ ನಂತರ ಕ್ಯಾಮೆರಾ ಕೂಡ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
"grey looks better , guyz if ur confused between both clous , dont be , grey is better then black","ಬೂದು ಬಣ್ಣ ಚೆನ್ನಾಗಿ ಕಾಣುತ್ತೆ, ಇಬ್ಬರ ನಡುವೆ ಗೊಂದಲ ಇದ್ದರೆ, ಬೇಡ, ಕಪ್ಪು ಬಣ್ಣಕ್ಕಿಂತ ಬೂದು ಬಣ್ಣ ಉತ್ತಮ.",English,Kannada,E
over all product is too much good,ಎಲ್ಲಾ ಉತ್ಪನ್ನಕ್ಕಿಂತ ತುಂಬಾ ಒಳ್ಳೆಯದು.,English,Kannada,E
"wonderful phone , 200 % value for money","ಅದ್ಭುತ ಫೋನ್, ಹಣಕ್ಕೆ 200% ಮೌಲ್ಯ.",English,Kannada,E
what else one can expect in 15k ?,₹15K ಬೆಲೆಯಲ್ಲಿಯೇ ಇಷ್ಟೊಂದು ಅದ್ಭುತ ವೈಶಿಷ್ಟ್ಯಗಳನ್ನು ಮತ್ತೇನು ನಿರೀಕ್ಷಿಸಬಹುದು?,English,Kannada,E
"the beast , in real manner. go for it .","ನಿಜವಾದ ಅರ್ಥದಲ್ಲಿ ಒಂದು ಬೀಸ್ಟ್, ಧೈರ್ಯವಾಗಿ ಖರೀದಿಸಿ.",English,Kannada,E
really unbeatable mobile in this category. sabka baap asus zenfone max pro. amazing,ಈ ವರ್ಗದಲ್ಲಿ ನಿಜವಾಗಿಯೂ ಅಜೇಯ ಮೊಬೈಲ್. ಸಬ್ಕಾ ಬಾಪ್ ಆಸಸ್ ಝೆನ್‌ಫೋನ್ ಮ್ಯಾಕ್ಸ್ ಪ್ರೊ. ಅದ್ಭುತ.,English,Kannada,E
this is one of the best phone under this price segment .,ಈ ಬೆಲೆ ವಿಭಾಗದಲ್ಲಿ ಇದು ಅತ್ಯುತ್ತಮ ಫೋನ್‌ಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ.,English,Kannada,E
"under 15k you are getting very nice display , 5000 mah battery , triple sim slots , 6gb ram snapdragon 636 .","15 ಸಾವಿರಕ್ಕಿಂತ ಕಡಿಮೆ ಬೆಲೆಯಲ್ಲಿ ನಿಮಗೆ ತುಂಬಾ ಒಳ್ಳೆಯ ಡಿಸ್ಪ್ಲೇ, 5000 mAh ಬ್ಯಾಟರಿ, ಟ್ರಿಪಲ್ ಸಿಮ್ ಸ್ಲಾಟ್‌ಗಳು, 6 ಜಿಬಿ ರಾಮ್ ಸ್ನಾಪ್‌ಡ್ರಾಗನ್ 636 ಸಿಗುತ್ತಿದೆ.",English,Kannada,E
camera is also good but need some improvement which can be fixed via ota update so dont worry .,ಕ್ಯಾಮೆರಾ ಕೂಡ ಚೆನ್ನಾಗಿದೆ ಆದರೆ ಸ್ವಲ್ಪ ಸುಧಾರಣೆ ಬೇಕು ಅದನ್ನು ಒಟಿಎ ಅಪ್‌ಡೇಟ್ ಮೂಲಕ ಸರಿಪಡಿಸಬಹುದು ಆದ್ದರಿಂದ ಚಿಂತಿಸಬೇಡಿ.,English,Kannada,E
no company will give you this type of extraordinary specs under 15000rs .,15000 ರೂಪಾಯಿಗಿಂತ ಕಡಿಮೆ ಬೆಲೆಯ ಈ ರೀತಿಯ ಅಸಾಧಾರಣ ವಿಶೇಷಣಗಳನ್ನು ಯಾವುದೇ ಕಂಪನಿ ನಿಮಗೆ ನೀಡುವುದಿಲ್ಲ.,English,Kannada,E
"phone display , performance and battery backup is beyond your expectations .","ಫೋನ್ ಡಿಸ್ಪ್ಲೇ, ಕಾರ್ಯಕ್ಷಮತೆ ಮತ್ತು ಬ್ಯಾಟರಿ ಬ್ಯಾಕಪ್ ನಿಮ್ಮ ನಿರೀಕ್ಷೆಗಳನ್ನು ಮೀರಿದೆ.",English,Kannada,E
camera is also fine .,ಕ್ಯಾಮೆರಾ ಕೂಡ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
close your eyes and buy it .,ಕಣ್ಣು ಮುಚ್ಚಿ ಖರೀದಿಸಿ.,English,Kannada,E
you will not get regret .,ನೀವು ವಿಷಾದಿಸುವುದಿಲ್ಲ.,English,Kannada,E
worry free go for it .,"ಚಿಂತಿಸಬೇಡಿ, ಅದಕ್ಕಾಗಿ ಹೋಗಿ.",English,Kannada,E
6 gb ram 64 rom,6 ಜಿಬಿ ರಾಮ್ 64 ರಾಮ್,English,Kannada,E
16 mp front cam .,16 mp ಮುಂಭಾಗದ ಕ್ಯಾಮೆರಾ.,English,Kannada,E
in this price range .,ಈ ಬೆಲೆ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ.,English,Kannada,E
got in first sale .,ಮೊದಲ ಮಾರಾಟಕ್ಕೆ ಬಂದಿದೆ.,English,Kannada,E
"at first place , i was convinced of not to buy rn5p as the price shot up after its initial sale and it was just an artificial raise because of its demand and not worth of it .","ಮೊದಲ ಸ್ಥಾನದಲ್ಲಿ, rn5p ಅನ್ನು ಖರೀದಿಸಬಾರದು ಎಂದು ನಾನು ಮನವರಿಕೆ ಮಾಡಿಕೊಂಡಿದ್ದೆ ಏಕೆಂದರೆ ಅದರ ಆರಂಭಿಕ ಮಾರಾಟದ ನಂತರ ಬೆಲೆ ಗಗನಕ್ಕೇರಿತು ಮತ್ತು ಅದು ಅದರ ಬೇಡಿಕೆಯಿಂದಾಗಿ ಕೃತಕ ಏರಿಕೆಯಾಗಿತ್ತು ಮತ್ತು ಅದಕ್ಕೆ ಯೋಗ್ಯವಾಗಿಲ್ಲ.",English,Kannada,E
"at the time i was waiting for a mobile in this price range , then came was this beast .","ನಾನು ಈ ಬೆಲೆಯ ಮೊಬೈಲ್ ಗಾಗಿ  ಕಾಯುತ್ತಿದ್ದಾಗ, ಈ ದೈತ್ಯ ಬಂದಿತು.",English,Kannada,E
let me not go into the review of specifications as many had hit the right chords .,ಅನೇಕರು ಸರಿಯಾದ ಸ್ವರಮೇಳಗಳನ್ನು ಹೊಡೆದಿರುವುದರಿಂದ ನಾನು ವಿಶೇಷಣಗಳ ವಿಮರ್ಶೆಗೆ ಹೋಗುವುದಿಲ್ಲ.,English,Kannada,E
if you are looking for a quality mobile which values your every penny then close your eyes and go grab one at once .,"ನೀವು ನಿಮ್ಮ ಪ್ರತಿಯೊಂದು ರೂಪಾಯಿಗೂ ಮೌಲ್ಯ ನೀಡುವ ಉತ್ತಮ ಗುಣಮಟ್ಟದ ಮೊಬೈಲ್ ಹುಡುಕುತ್ತಿದ್ದರೆ, ಕಣ್ಣು ಮುಚ್ಚಿ ಖರೀದಿಸಿ.",English,Kannada,E
phone is just awesome .,ಫೋನ್ ಅದ್ಭುತವಾಗಿದೆ.,English,Kannada,E
camera is good batter backup is just amazing i charged it 100 % at 11am and next day its 12 : 13pm still battery is 40 % .,ಕ್ಯಾಮೆರಾ ಚೆನ್ನಾಗಿದೆ ಬ್ಯಾಟರಿ  ಬ್ಯಾಕಪ್ ಅದ್ಭುತವಾಗಿದೆ. ನಾನು ಬೆಳಿಗ್ಗೆ 11 ಗಂಟೆಗೆ 100% ಚಾರ್ಜ್ ಮಾಡಿದೆ ಮತ್ತು ಮರುದಿನ ಮಧ್ಯಾಹ್ನ 12:13 ಕ್ಕೆ ಇನ್ನೂ ಬ್ಯಾಟರಿ 40% ಇದೆ.,English,Kannada,E
"camera is also good but after updating system update , pic have lot of noice. look is just awesome and superlight weigh compare to mi note 5 pro. and it is way way better than note","ಕ್ಯಾಮೆರಾ ಕೂಡ ಚೆನ್ನಾಗಿದೆ ಆದರೆ ಸಿಸ್ಟಮ್ ಅಪ್‌ಡೇಟ್ ಮಾಡಿದ ನಂತರ, ಚಿತ್ರ ತುಂಬಾ ಶಬ್ದ ಮಾಡಿದೆ. ನೋಟ ಅದ್ಭುತವಾಗಿದೆ ಮತ್ತು ಮೈ ನೋಟ್ 5 ಪ್ರೊಗೆ ಹೋಲಿಸಿದರೆ ಸೂಪರ್‌ಲೈಟ್ ತೂಕ. ಮತ್ತು ಇದು ನೋಟ್‌ಗಿಂತ ತುಂಬಾ ಉತ್ತಮವಾಗಿದೆ.",English,Kannada,E
battery backup is good .,ಬ್ಯಾಟರಿ ಬ್ಯಾಕಪ್ ಚೆನ್ನಾಗಿದೆ.,English,Kannada,E
face unlock is satisfactory,ಫೇಸ್ ಅನ್‌ಲಾಕ್ ತೃಪ್ತಿಕರವಾಗಿದೆ.,English,Kannada,E
great hardware let down by awful buggy software implementation .,ಭೀಕರವಾದ ದೋಷಯುಕ್ತ ಸಾಫ್ಟ್‌ವೇರ್ ಅನುಷ್ಠಾನದಿಂದ ಉತ್ತಮ ಹಾರ್ಡ್‌ವೇರ್ ನಿರಾಶೆಗೊಂಡಿದೆ.,English,Kannada,E
only saving grace is the awesome developer support on xda which ensures you don &apos;t depend on asus for the right software .,"xda ನಲ್ಲಿನ ಅದ್ಭುತ ಡೆವಲಪರ್ ಬೆಂಬಲವು ಉಳಿಸುವ ಏಕೈಕ ಮಾರ್ಗವಾಗಿದೆ, ಇದು ಸರಿಯಾದ ಸಾಫ್ಟ್‌ವೇರ್‌ಗಾಗಿ ನೀವು ಆಸಸ್ ಅನ್ನು ಅವಲಂಬಿಸುವುದಿಲ್ಲ ಎಂದು ಖಚಿತಪಡಿಸುತ್ತದೆ.",English,Kannada,E
go for it only if you are the adventures type and ready to flash custom roms to unlock the full potential .,ನೀವು ಸಾಹಸ ಪ್ರಿಯರಾಗಿದ್ದರೆ ಮತ್ತು ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯವನ್ನು ಅನ್ಲಾಕ್ ಮಾಡಲು ಕಸ್ಟಮ್ ರಾಮ್‌ಗಳನ್ನು ಫ್ಲ್ಯಾಷ್ ಮಾಡಲು ಸಿದ್ಧರಿದ್ದರೆ ಮಾತ್ರ ಅದನ್ನು ಆಯ್ಕೆ ಮಾಡಿ.,English,Kannada,E
amazing product in affordable price .,ಕೈಗೆಟುಕುವ ಬೆಲೆಯಲ್ಲಿ ಅದ್ಭುತ ಉತ್ಪನ್ನ.,English,Kannada,E
i loved the battery life as it &apos;s been working smoothly since last 3 days .,ಕಳೆದ 3 ದಿನಗಳಿಂದ ಬ್ಯಾಟರಿ ಸರಾಗವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿರುವುದರಿಂದ ನನಗೆ ಬ್ಯಾಟರಿ ಬಾಳಿಕೆ ತುಂಬಾ ಇಷ್ಟವಾಯಿತು.,English,Kannada,E
